,restaurant_name,restaurant_logo,latitude,longitude,cuisine_tags,menu_items
0,Gino's Deli,https://images.deliveryhero.io/image/talabat/restaurants/logo_-_2021-11-23T17_637732788146540497.jpg?width=180,25.0648583638963,55.1383772692595,"['Sandwiches', 'Pasta', 'Italian']","[[""Gino's Meal for One"", ""Gino's Meal for 2"", 'Family Meal (Serves 4)', 'Appetizer Share Box', 'Any 3 Panuozzo', 'Ginos Chicken Strips', 'Sweet Potato Fries', 'Ginos Potato Wedges', 'Mozzarella Balls', 'Garlic Bread & Mozzarella', ""Gino's Chicken Wings (6)"", 'Arancini', 'Quinoa Greco Salad', 'Italian Chicken Pasta Salad', 'Ginos Chicken Caesar Salad', 'Tomato & Mozzarella (Sandwich)', 'Salami Melt (Sandwich)', 'Fire Chicken BBQ (Sandwich)', 'Chicken Pesto Mozzarella (Sandwich)', 'Italian Meatball (Sandwich)', 'Bresaola & Rocket (Sandwich)', 'Butter Chicken & Burrata (Sandwich)', 'Halloumi & Roast Vegetables (Sandwich)', 'Chipotle Cheesesteak (Sandwich)', 'Buffalo Chicken (Sandwich)', 'Tuna Mayo (Sandwich)', 'BBQ Honey Mustard (Sandwich)', 'Classic Reuben (Sandwich)', 'The Rebecca (Sandwich)', 'Brooklyn Hero (Sandwich)', 'Spaghetti Bolognese', ""Gino's Penne Alfredo"", 'Penne Calabrese', ""Mac'n'Cheese"", ""Gino's Gnocchi"", 'Buffalo Ranch (30ml)', 'Sundried Tomato Marinara (30ml)', 'Garlic & Herb (30ml)', 'BBQ Honey Mustard (30ml)', 'Chipotle Mayo (30ml)', 'Sweet Chili (30ml)', 'Smoky BBQ (30ml)', 'Marie Rose (30ml)', 'Ginos Tiramisu', 'Chocolate Fudge Brownie', 'Banana Caramel Pudding', 'Arwa Water (500ml)', 'Coca Cola (250ml)', 'Coke Zero (250ml)', 'Sprite (250ml)', 'Fanta (250ml)'], ['Choice of Panuozzo, Fries, and Soft Drink - AED 49', 'Choice of any 2 Panuozzo, 2 Fries, and 2 Soft Drink - AED 109', 'Any 4 Panuozzo or Pasta, 4 Appetisers, 4 Soft Drink - AED 199', 'Choice of any 3 appetizers - perfect for sharing!', 'Choice of any 3 of our famous, authentic, fresh baked panuozzo!', 'Juicy, tender, succulent chicken strips. Served with a choice of house made dips', 'Sweet and crispy fries, served with a choice of house-made dips', 'Crispy fried potato wedges, lightly seasoned. Served with a choice of house-made dips', 'Mini breaded mozzarella bites, served with a choice of house-made dip', 'Oven baked ciabatta with homemade roast garlic oil and fresh fior di latte mozzarella', 'Premium, thick, juicy wings smothered in your choice of Smoky BBQ sauce or tangy Buffalo. Served with a Blue cheese dip (6 wings)', 'Italian rice balls stuffed with tomato and mozzarella, and shallow fried. Served with a choice of house-made dip', 'White quinoa, authentic Greek feta, Kalamata olives, pine nuts, cherry tomato, fresh rocket, Italian lime dressing', 'Served cold Pasta salad with fusili, roast chicken, sweetcorn, kalamata olives, sundried tomato, fresh rocket, grated parmesan and pesto dressing', 'Fresh Romaine lettuce with a creamy Caesar dressing, crispy garlic croutons, powdered parmesan cheese and grilled chicken breast', 'Freshly baked panuozzo with sliced tomato, fresh thick cut buffalo mozzarella, homemade pesto, fresh basil', 'Freshly baked panuozzo with Italian tomato sauce, fresh ricotta, fior di latte mozzarella, fresh rocket, Italian salami, oregano', 'Freshly baked panuozzo with crispy fried chicken, homemade caramelized onion, smoky bbq sauce, jalapenos and fior di latte mozzarella', 'Freshly baked panuozzo with creamy pesto sauce, oven roast shredded chicken, fior di latte mozzarella, and sundried tomatoes', ""Fresh baked panuozzo oozing with Gino's homemade Italian meatballs in a rich tomato ragu, topped with fior di latte mozzarella, parmesan, and a sprinkling of oregano. Mamma Mia!"", 'Freshly baked panuozzo with Italian tomato sauce, fresh ricotta, premium sliced beef bresaola, fior di latte mozzarella and fresh rocket', ""Freshly baked panuozzo with Gino's butter chicken and creamy burrata"", 'Freshly baked panuozzo with sundried tomato pesto, oven roast Mediterranean vegetables, sliced halloumi, and homemade basil pesto, oregano', 'Freshly baked panuozzo with grilled beef strips, sautéed onions, peppers, American cheddar sauce and chipotle mayonnaise', 'Freshly baked panuozzo with buffalo fried chicken, chopped spring onion, fior di latte mozzarella, and buffalo ranch sauce', 'Freshly baked panuozzo with premium Mediterranean tuna, mayonnaise, sweetcorn, and sliced tomato', ""Freshly baked panuozzo with house slaw, shallow fried chicken escalope, topped with fior di latte mozzarella and swiss cheese, and drizzled with Gino's homemade bbq honey mustard dressing"", ""Freshly baked panuozzo with Russian sauce, sauerkraut, beef pastrami, sliced pickles, American mustard and Swiss cheese - Gino's take on a classic!"", 'Slow cooked, homemade pulled BBQ brisket, garlic & herb sauce, sliced pickle and aged smoked cheddar cheese', ""Freshly baked panuozzo stuffed with Gino's mustard-mayo sauce, american cheddar, smoked turkey, Italian salami and dill pickles"", 'Classic spaghetti pasta with our homemade rich tomato and beef bolognese sauce', ""Penne pasta with Gino's homemade creamy Alfredo sauce with oven roast chicken and fresh mushroom"", 'Penne pasta with our homemade creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)', 'Ginos thick and creamy macaroni and cheddar classic', ""Gino's famous gnocchi with your choice of homemade pesto or truffled cream"", 'Creamy Buffalo Ranch Dip', 'Homemade with Italian sundried tomatoes, pine nuts, and classic marinara sauce', 'Homemade creamy garlic and herb dip', 'A classic combination of smoky BBQ sauce, American mustard and honey', 'Spicy, tangy and delicious with almost anything!', 'A sweet & (mildly) spicy classic!', 'A smoky classic', 'A blend of tomato, mayonnaise, Worcestershire sauce, lemon juice and black pepper', 'House special - homemade classic creamy Tiramisu (8oz)', 'Homemade chocolate fudge brownie - soft, chewy and delicious! Contain Nuts (1 piece)', ""Gino's homemade pudding with caramelised banana, custard cream, and banana caramel sauce"", '', '250ml', '250ml bottle', '250ml bottle', '250ml bottle'], [49.0, 109.0, 199.0, 64.0, 99.0, 32.0, 24.0, 24.0, 29.0, 23.0, 32.0, 29.0, 43.0, 43.0, 43.0, 44.0, 42.0, 42.0, 44.0, 44.0, 42.0, 44.0, 42.0, 46.0, 42.0, 42.0, 46.0, 46.0, 46.0, 46.0, 52.0, 52.0, 55.0, 38.0, 52.0, 4.0, 5.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 25.0, 22.0, 28.0, 5.0, 9.0, 9.0, 9.0, 9.0], ['https://images.deliveryhero.io/image/talabat/Menuitems/CC6481BAD3E6ABE7D58A6EAE9E640209?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/9A1C3DABCBF45982973C027566B7B190?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/C463E70A095207970DD5E366569D1B40?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/F0654DC3B495D9A613D780AEF9AC48F0?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/C8CC30C0F8060FFD81AA1998990C41F0?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/3C36F848D5A988C2579FB2F99E4F7D32?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/908DA5F5D675E31F0E8E9C79A8AC2EFA?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/8C154381797BF65ED72EDEDC0C426367?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/56097A6D37B91BE245F9C6EB2D457157?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/92DABDD5173E59E191AF7CECA17C4BF4?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/43B2FDC1F453570D84665736D12B94A2?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/050AC3A2138F4FAC58E26029134708DE?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/C156DC3970B471C385A8D89CFFFD9717?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/FC140F329CA167429DFAFD5516B0AE88?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/CE68AC3F81885727D6D7449875A309D1?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/F763E7530B47C58F1179ED822E9B1A9E?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/F5161359F64EDB26967FE9A2091CB422?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/88580B351011BAB812C2B4473617D7B3?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/A05EC61796D02C5AAFA25763A5A438FC?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/22A6BBCAC409B9837298EEC8E070A686?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/DC5E06BB9F12BA7F2D83BC9E96E46594?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/31C25A77D73300C73C406CF9750E85C4?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/0666F4440E5BFA705092F637B74D6F72?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/9BEF51DCBF9BC2C7CCA882006F08D43F?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/C3F753B3879BA9F4E8EE69EEE2D35336?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/48DA9601CD456F4C3EBF86125E4A9DD7?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/9489A288C8CF3631EE7BE4BFD80C5F2E?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/219D48DB760F9FE4692B15017ECF1625?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/3B9732F49EDD95EA98B4085F7DD86996?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/3A9E6CAB5C4BF6D6F706B754E5D37B40?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/683C8353B9815F7BFBAAFD5262388C38?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/14504A368406FD17B21C2B1399F395D4?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/AF7D8458770DE8E73EF43D54F217BA04?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/184FFE15A745EA6D9575AB07879AD3A7?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/D1CE8277E02FE37B203B4B963BA8B8D4?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/7C649C786D6C9F45F178D7850D864CCF?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/2D3BFB93606AF7980798FED46543D50D?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/B4C28F7C60D890214D3570C05BC8AA08?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/08DD721E01B6A881AC2445C97978EFC6?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/1ACDC3895E6C2FF85EBED3ABE6D09233?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/9902853B413DE0ECA3557BA7AA033A29?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/2DA1C33FF24D8D14B594FEECB47831CE?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/FE33C64651925FEE62E1AFE488428549?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/151D91D378B98924202E7E1122B7E65F?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/F36A533763464E4220CF5F682C4032AE?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/9ED6322AE9653B4860F268094F1B318C?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/6D50DFCE9C1AC7F54AB6309F69646658?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/018B57901EEE37D5710BDBC5C67CADBF?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/ED824B8B3B336DA84682452642F1BB58?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/6A7BE630FA9BFA8A66CF789753CF35FE?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/709BC7CD76DB80270EB26F0BF793CE18?width=172&amp;height=172']]"
1,Pasta Della Nonna,https://images.deliveryhero.io/image/talabat/restaurants/Logos_PastaDellaNonna_Sec637794192311679134.jpg?width=180,25.0651332,55.13827815,"['Italian', 'Pasta', 'Salad']","[[""Nonna's Meal for 1"", ""Nonna's Meal for 2"", ""Pasta Party Pack - Any 4 pasta's"", ""Nonna's Chicken Strips"", 'Chili Cheese Bites', ""Nonna's Sweet Potato Fries"", 'Homemade Garlic Bread & Mozzarella', ""Nonna's Chicken Wings - BBQ"", ""Nonna's Chicken Wings - Buffalo"", 'Tuscan Chicken Pasta Salad', ""Nonna's Grilled Chicken Caesar Salad"", 'Sicilian Tuna Pasta Salad', 'Insalata Caprese', ""Nonna's Spaghetti Bolognese"", 'Tagliatelle Della Mamma', 'Penne Alfredo', 'Gnocchi Alla Quattro Formaggi', 'Tortelloni Della Nonna', 'Fusili Bianco Rosso', 'Penne Pink', 'Penne Calabrese', 'Penne Arrabiatta', 'Tagliatelle Al Tartufo', 'Create your Own Pasta', 'Lasagna Al Forno Bolognese', 'Lasagna Di Pollo', 'Bambino Bolognese', 'Bambino Pomodoro', ""Mac'n'Cheese"", 'Chicken Nuggets & Wedges', ""Nonna's Chocolate Fudge Brownie"", ""Nonna's Chocolate Chip Cookie"", ""Nonna's Banana Caramel Pudding"", ""Nonna's Toffee Sponge Cake"", ""Nonna's Homemade Tiramisu"", 'Arwa Water (500ml)', 'Coca Cola (290ml)', 'Coke Zero (290ml)', 'Fanta (290ml)', 'Sprite (290ml)'], ['Any Appetiser, Any Pasta, Any Soft Drink', ""Any 2 Appetisers, any 2 Pasta's and 2 Soft Drinks!"", 'Choose any 4 pastas from our menu!', 'Tender, crispy and delicious - thats how Mamma makes them! Served with BBQ Sauce (4 strips)', 'Breaded, crispy, (slightly) chili cheesy bites with a soft centre. Served with a homemade garlic & herb dip', 'Perfectly crunchy sweet potato fries with a sweet chili dip', 'Homemade freshly baked bread with fresh garlic and EVOO, topped with our creamy mozzarella', 'Premium, thick, juicy wings smothered in your choice of Smoky BBQ sauce. Served with a Blue cheese dip (6 wings)', 'Premium, thick, juicy wings smothered in tangy Buffalo sauce. Served with a Blue cheese dip', ""Served cold A delightful mix of Italian flavours and one of Nonna's crowd pleasers - fusili pasta, kalamata olives, shredded roast chicken, sweetcorn, fresh rocket, sun-dried tomato, pine nuts, homemade fresh basil pesto and parmesan"", ""Crispy Romaine lettuce with Nonna's creamy Caesar dressing, homemade garlic croutons, powdered parmesan cheese and grilled chicken breast"", ""Served cold Fusili pasta with Nonna's tuna mayo with Mediterranean tuna, sundried tomato, sweetcorn and spring onion"", ""Sliced vine tomato with thick cut slices of fresh mozzarella, topped with Nonna's homemade basil pesto, fresh rocket and premium Italian EVOO"", ""An Italian classic - premium spaghetti pasta tossed with Nonna's homemade rich Beef Bolognese sauce - bellissima!"", ""Mamma Mia! Premium tagliatelle pasta, with Mamma's famous cream sauce of sauteed shrimp and roast garlic! Maraviglioso! (mildly spicy)"", 'Premium penne pasta with a rich and creamy sauce of oven roast chicken and fresh mushroom. Topped with Parmesan', 'Deliciously satisfying gnocchi pasta with a creamy, cheesy homemade four cheese sauce (cheddar, parmesan, gorgonzola and emmenthal)', ""Mamma's delicious spinach & ricotta stuffed tortelloni, mixed with a cream sauce of smoked turkey, shiitake mushroom and emmental. Just the way Nonna likes it!"", ""Fusili pasta swirls mixed in Nonna's rich, flavour packed pomodoro sauce, topped with fresh straciatella and chili flakes"", ""Premium durum wheat penne rigate mixed with the perfect balance of Nonna's zesty pomodoro sauce, and silky smooth cooking cream"", 'Penne pasta with a creamy, tangy pink sauce with sundried tomato and grilled chicken (mildly spicy)', ""Premium durum wheat penne pasta with Nonna's classic sugo all'arrabbiata - a spicy sauce made from garlic, tomatoes, and dried red chili peppers, originating from the Lazio region, around Rome, and translated as 'angry' - in reference to the spice of the chili's"", ""Nonna's premium tagliatelle pasta, with a creamy homemade sauce of fresh mushroom and black truffle"", 'Create you own past with our premium pastas and homemade sauces', ""Fresh lasagna sheets smothered with Nonna's 100% homemade Beef Bolognese and homemade bechamel sauce, topped with fior di latte mozzarella and parmesan"", ""Layers of fresh lasagna, filled with Nonna's homemade basil pesto, shredded oven roast chicken breast, classic homemade bechamel sauce and topped with fior di latte mozzarella and parmesan"", 'Our classic Spaghetti with Beef Bolognese, just a bit smaller!', 'Penne pasta topped with our rich tomato sauce', ""Nonna's delightfully creamy classic cheddar cheese mac!"", 'Crispy chicken nuggets with seasoned potato wedges', 'Soft, fudgy and chocolatey. Satisfaction guaranteed! Contains Nuts', 'Soft, buttery, and stuffed with chocolate. A perfect treat!', ""Nonna's homemade pudding with caramelised banana, custard cream, and banana caramel sauce"", 'Homemade toffee sponge with creme anglaise and toffee nut caramel sauce', ""Classic Tiramisu using Nonna's secret recipe"", '', '', '', '', ''], [65.0, 125.0, 149.0, 29.0, 29.0, 23.0, 25.0, 32.0, 32.0, 43.0, 43.0, 43.0, 49.0, 49.0, 59.0, 49.0, 49.0, 59.0, 59.0, 46.0, 55.0, 46.0, 55.0, 46.0, 52.0, 52.0, 35.0, 32.0, 35.0, 28.0, 23.0, 23.0, 28.0, 28.0, 28.0, 5.0, 9.0, 9.0, 9.0, 9.0], ['https://images.deliveryhero.io/image/talabat/Menuitems/BC4B168ED8CDB7E1D40FCDFC8A9FAB8D?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/24A9A635B64331955F8239209A9A7354?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/CB5CE73AEFDF1E9C2AC95DB7C4511B49?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/E7F51C83A4EEA2293E20227B8722E911?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/5E385D8FD83D65138E32A43D65668C24?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/686ABFB21E96A9C2FE07437829EBDDA0?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/5DA3AF65729C2289BADBABC58011A641?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/BAF2DE63A234BE5A4805B7666A05AFD2?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/D58DB7271221512E563EBF01BFE80EDA?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/87F88052C0A30C7843295D5F4EBF684A?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/3FB6EE6570DBBDFF55FCB97048152C0E?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/EFAA447805BF9C2CA20A9DC0DDF59E87?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/94696E09EF7843C3CE748B9F9C89EB40?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/B04AA618FA42EFA5284231F7966E83F3?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/011D70E1CE6BF0ED1F736936B34D8D06?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/098E7C08ABD5E38CF935D69A7717CE7F?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/403828D41190447A73B51AA7B3A44B31?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/6AF8FFA30211FB5D8BE30C8AFCF72C48?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/DBBBB0843F7D5C5CBB36C19DDF32F969?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/A2823172ED3DF260B3D6D959CB16D578?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/26C3D17ED8996B83C4ECF16A27971E4B?width=172&amp;height=172', None, None, None, 'https://images.deliveryhero.io/image/talabat/Menuitems/A91A8FAB94609BB1B0D6502AB7FC2459?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/C7F06F65654A37A9B6C4D84C30767129?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/2B504405BDE430B0D8E379CBBE9CF8BC?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/D5A5DAF8349191682CF47EE21EE62915?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/322548701939102646E36BECC2C537F7?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/400D4650E3216F50DFE5D9EB5E38FE5C?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/04F9720FABD420922FE8F3F7B7A48CB6?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/2C9F577D6987130D51E768F2F9DF4DC7?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/63078CC97F69301F807E7297EB9AA756?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/50247AB007CC2DD046B726B32B6A8D4D?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/93C5F669B43885FDA2A65130F47D5C4A?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/F943664D1EBBA57A651C7E5D14957C9E?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/624CCB9F72CB0DBDC050B15117D7D5CB?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/33D6880E6AD31DF18973CB4F92A66A57?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/B197343E79A166AB2014529DE4E7ED87?width=172&amp;height=172', 'https://images.deliveryhero.io/image/talabat/Menuitems/3F8217F095F9B461B9606F64392A444C?width=172&amp;height=172']]"
